x_pv_1,x_pv_2,epsilon,pm_theo,pm_empirical,sw_theo,sw_empirical,krr_theo,krr_empirical,exp_theo,exp_empirical,laplace_theo,laplace_empirical,gaussian_theo,gaussian_empirical
0.38,0.94,8,0.991978,0.989,0.945282,0.944,0.985719,0.985,0.893899,0.863,0.599396,0.587,0.234636,0.281
0.25,0.62,1,0.739507,0.768,0.728530,0.759,0.581323,0.637,0.664357,0.699,0.096708,0.163,0.010947,0.047
0.25,0.62,2,0.841928,0.867,0.814257,0.836,0.599534,0.657,0.742357,0.780,0.269982,0.339,0.038629,0.090
0.25,0.62,3,0.904097,0.922,0.863889,0.883,0.641877,0.692,0.806188,0.836,0.437299,0.486,0.077068,0.142
0.25,0.62,4,0.941822,0.953,0.894520,0.904,0.721829,0.761,0.856239,0.882,0.575659,0.614,0.121997,0.190
0.25,0.62,5,0.964709,0.965,0.914613,0.933,0.826888,0.857,0.894290,0.911,0.683167,0.703,0.170357,0.236
0.25,0.62,6,0.978594,0.983,0.928535,0.935,0.914582,0.931,0.922622,0.944,0.764359,0.783,0.219983,0.279
0.25,0.62,7,0.987016,0.992,0.938645,0.950,0.964065,0.973,0.943442,0.962,0.824875,0.839,0.269370,0.327
0.25,0.62,8,0.992125,0.995,0.946281,0.955,0.986043,0.989,0.958630,0.972,0.869730,0.882,0.317506,0.373
0.36,0.85,1,0.740382,0.740,0.729465,0.739,0.581323,0.639,0.640968,0.679,0.088532,0.155,0.010950,0.046
0.36,0.85,2,0.843398,0.846,0.815985,0.823,0.599534,0.643,0.701379,0.731,0.232886,0.291,0.037996,0.091
0.36,0.85,3,0.904989,0.904,0.865155,0.865,0.641877,0.674,0.754344,0.767,0.365640,0.401,0.074088,0.137
0.36,0.85,4,0.942363,0.936,0.895502,0.897,0.721829,0.745,0.799643,0.798,0.476078,0.492,0.114253,0.179
0.36,0.85,5,0.965038,0.964,0.915408,0.913,0.826888,0.834,0.837652,0.831,0.566221,0.573,0.155266,0.217
0.36,0.85,6,0.978793,0.974,0.929199,0.925,0.914582,0.912,0.869089,0.861,0.639865,0.639,0.195222,0.253
0.36,0.85,7,0.987137,0.986,0.939216,0.941,0.964065,0.962,0.894814,0.870,0.700300,0.683,0.233136,0.295
0.36,0.85,8,0.992198,0.991,0.946781,0.947,0.986043,0.986,0.915700,0.889,0.750097,0.727,0.268613,0.316
0.44,0.19,1,0.997575,1.000,0.997473,1.000,0.980435,1.000,0.980600,1.000,0.143023,0.232,0.018943,0.075
0.44,0.19,2,0.998529,1.000,0.998271,1.000,0.981289,1.000,0.981392,1.000,0.352609,0.416,0.065454,0.147
0.44,0.19,3,0.999108,1.000,0.998733,1.000,0.983276,1.000,0.982461,1.000,0.521758,0.562,0.126831,0.218
0.44,0.19,4,0.999459,1.000,0.999019,1.000,0.987021,1.000,0.983735,1.000,0.644212,0.669,0.194028,0.282
0.44,0.19,5,0.999672,1.000,0.999206,1.000,0.991933,1.000,0.985119,1.000,0.731270,0.748,0.261170,0.339
0.44,0.19,6,0.999801,1.000,0.999335,1.000,0.996023,1.000,0.986529,1.000,0.793763,0.801,0.324820,0.399
0.44,0.19,7,0.999879,1.000,0.999429,1.000,0.998328,1.000,0.987905,1.000,0.839444,0.844,0.383253,0.449
0.44,0.19,8,0.999927,1.000,0.999500,1.000,0.999351,1.000,0.989207,1.000,0.873492,0.877,0.435855,0.487
0.43,0.50,1,0.662008,0.743,0.665152,0.737,0.513539,0.625,0.563336,0.668,0.085344,0.160,0.009522,0.045
0.43,0.50,2,0.798317,0.841,0.764934,0.830,0.532206,0.643,0.619091,0.695,0.241420,0.327,0.033678,0.091
0.43,0.50,3,0.875411,0.912,0.825220,0.867,0.576501,0.687,0.671986,0.741,0.395488,0.471,0.067412,0.142
0.43,0.50,4,0.923601,0.950,0.863347,0.911,0.663515,0.758,0.720777,0.773,0.525776,0.582,0.107118,0.183
0.43,0.50,5,0.953355,0.970,0.888738,0.932,0.784489,0.853,0.764655,0.814,0.629451,0.681,0.150185,0.232
0.43,0.50,6,0.971596,0.982,0.906507,0.940,0.891168,0.925,0.803249,0.842,0.709857,0.760,0.194723,0.279
0.43,0.50,7,0.982731,0.990,0.919502,0.954,0.953627,0.973,0.836566,0.866,0.771648,0.807,0.239379,0.326
0.43,0.50,8,0.989510,0.992,0.929368,0.959,0.981888,0.990,0.864894,0.884,0.819111,0.840,0.283201,0.370
0.29,0.27,1,0.609983,0.763,0.595634,0.751,0.417324,0.628,0.518441,0.709,0.074678,0.163,0.007854,0.046
0.29,0.27,2,0.752012,0.853,0.712192,0.826,0.437652,0.648,0.620597,0.773,0.221774,0.323,0.027950,0.092
0.29,0.27,3,0.845382,0.913,0.784377,0.865,0.486710,0.668,0.709510,0.823,0.377169,0.467,0.056435,0.138
0.29,0.27,4,0.904673,0.940,0.830648,0.887,0.586135,0.736,0.782450,0.865,0.515652,0.581,0.090622,0.187
0.29,0.27,5,0.941612,0.960,0.861711,0.910,0.730144,0.825,0.839662,0.899,0.629916,0.677,0.128554,0.236
0.29,0.27,6,0.964376,0.976,0.883564,0.921,0.861826,0.905,0.883101,0.921,0.720339,0.755,0.168774,0.280
0.29,0.27,7,0.978316,0.986,0.899603,0.929,0.940687,0.964,0.915339,0.939,0.790147,0.806,0.210182,0.320
0.29,0.27,8,0.986820,0.991,0.911813,0.937,0.976760,0.985,0.938903,0.951,0.843218,0.848,0.251945,0.359
0.39,0.70,1,0.997575,1.000,0.997473,1.000,0.980435,1.000,0.984867,1.000,0.148516,0.237,0.018994,0.073
0.39,0.70,2,0.998529,1.000,0.998271,1.000,0.981289,1.000,0.988594,1.000,0.374895,0.446,0.066080,0.149
0.39,0.70,3,0.999108,1.000,0.998733,1.000,0.983276,1.000,0.991445,1.000,0.561591,0.598,0.129235,0.220
0.39,0.70,4,0.999459,1.000,0.999019,1.000,0.987021,1.000,0.993601,1.000,0.696288,0.721,0.199800,0.287
0.39,0.70,5,0.999672,1.000,0.999206,1.000,0.991933,1.000,0.995222,1.000,0.789497,0.798,0.271894,0.350
0.39,0.70,6,0.999801,1.000,0.999335,1.000,0.996023,1.000,0.996439,1.000,0.853322,0.858,0.341786,0.415
0.39,0.70,7,0.999879,1.000,0.999429,1.000,0.998328,1.000,0.997352,1.000,0.897104,0.897,0.407318,0.473
0.39,0.70,8,0.999927,1.000,0.999500,1.000,0.999351,1.000,0.998037,1.000,0.927333,0.929,0.467426,0.518
0.36,0.78,1,0.563413,0.799,0.547665,0.788,0.358130,0.674,0.456130,0.738,0.064657,0.168,0.006646,0.051
0.36,0.78,2,0.720694,0.875,0.676362,0.849,0.379827,0.695,0.559909,0.784,0.196071,0.334,0.023689,0.099
0.36,0.78,3,0.825257,0.926,0.756847,0.891,0.432500,0.717,0.653642,0.830,0.339644,0.464,0.047942,0.149
0.36,0.78,4,0.892051,0.952,0.808704,0.916,0.540384,0.791,0.733292,0.862,0.471858,0.578,0.077203,0.196
0.36,0.78,5,0.933803,0.970,0.843624,0.925,0.698718,0.860,0.797953,0.890,0.584481,0.670,0.109874,0.243
0.36,0.78,6,0.959584,0.982,0.868238,0.947,0.845113,0.928,0.848739,0.919,0.676419,0.739,0.144760,0.285
0.36,0.78,7,0.975389,0.988,0.886329,0.950,0.933371,0.971,0.887708,0.937,0.749592,0.798,0.180953,0.328
0.36,0.78,8,0.985037,0.994,0.900114,0.954,0.973869,0.988,0.917129,0.946,0.806921,0.843,0.217756,0.365
0.41,0.41,1,0.997575,1.000,0.997473,1.000,0.980435,1.000,0.983106,1.000,0.152879,0.244,0.019036,0.073
0.41,0.41,2,0.998529,1.000,0.998271,1.000,0.981289,1.000,0.985989,1.000,0.392015,0.459,0.066591,0.148
0.41,0.41,3,0.999108,1.000,0.998733,1.000,0.983276,1.000,0.988630,1.000,0.590809,0.623,0.131218,0.219
0.41,0.41,4,0.999459,1.000,0.999019,1.000,0.987021,1.000,0.990956,1.000,0.732307,0.749,0.204607,0.292
0.41,0.41,5,0.999672,1.000,0.999206,1.000,0.991933,1.000,0.992934,1.000,0.827034,0.827,0.280908,0.365
0.41,0.41,6,0.999801,1.000,0.999335,1.000,0.996023,1.000,0.994568,1.000,0.888745,0.890,0.356169,0.425
0.41,0.41,7,0.999879,1.000,0.999429,1.000,0.998328,1.000,0.995882,1.000,0.928473,0.925,0.427866,0.486
0.41,0.41,8,0.999927,1.000,0.999500,1.000,0.999351,1.000,0.996917,1.000,0.953941,0.952,0.494521,0.543
0.42,0.17,1,0.790393,0.817,0.781561,0.802,0.659198,0.692,0.702565,0.728,0.099913,0.169,0.012474,0.051
0.42,0.17,2,0.872807,0.878,0.850542,0.858,0.674023,0.714,0.747759,0.782,0.260251,0.318,0.043304,0.099
0.42,0.17,3,0.922831,0.922,0.890478,0.907,0.708491,0.776,0.788367,0.812,0.404396,0.439,0.084482,0.147
0.42,0.17,4,0.953187,0.956,0.915126,0.939,0.773574,0.868,0.824087,0.842,0.521092,0.552,0.130335,0.194
0.42,0.17,5,0.971603,0.981,0.931293,0.960,0.859092,0.949,0.854911,0.872,0.613590,0.629,0.177147,0.243
0.42,0.17,6,0.982775,0.990,0.942495,0.973,0.930473,0.987,0.881068,0.887,0.686975,0.688,0.222690,0.285
0.42,0.17,7,0.989552,0.995,0.950631,0.973,0.970751,0.997,0.902955,0.914,0.745536,0.758,0.265780,0.319
0.42,0.17,8,0.993663,0.997,0.956775,0.979,0.988640,1.000,0.921063,0.928,0.792541,0.794,0.305917,0.351
0.29,0.71,1,0.796451,0.800,0.787874,0.799,0.668933,0.679,0.740602,0.746,0.107557,0.180,0.012716,0.051
0.29,0.71,2,0.876483,0.874,0.854861,0.852,0.683334,0.693,0.805267,0.812,0.290564,0.345,0.044603,0.101
0.29,0.71,3,0.925062,0.925,0.893643,0.892,0.716818,0.729,0.856789,0.860,0.460061,0.483,0.088254,0.151
0.29,0.71,4,0.954540,0.950,0.917579,0.914,0.780042,0.788,0.896282,0.891,0.596412,0.618,0.138368,0.203
0.29,0.71,5,0.972424,0.975,0.933279,0.932,0.863117,0.859,0.925682,0.923,0.700629,0.711,0.191251,0.252
0.29,0.71,6,0.983273,0.983,0.944157,0.943,0.932459,0.928,0.947110,0.945,0.778632,0.783,0.244422,0.296
0.29,0.71,7,0.989854,0.990,0.952057,0.949,0.971586,0.971,0.962502,0.961,0.836499,0.832,0.296295,0.338
0.29,0.71,8,0.993846,0.992,0.958025,0.955,0.988964,0.991,0.973452,0.974,0.879269,0.876,0.345923,0.387
0.45,0.14,1,0.997575,1.000,0.997473,1.000,0.980435,1.000,0.979717,1.000,0.138840,0.229,0.018904,0.073
0.45,0.14,2,0.998529,1.000,0.998271,1.000,0.981289,1.000,0.979492,1.000,0.335349,0.406,0.064984,0.144
0.45,0.14,3,0.999108,1.000,0.998733,1.000,0.983276,1.000,0.979551,1.000,0.490025,0.529,0.125037,0.217
0.45,0.14,4,0.999459,1.000,0.999019,1.000,0.987021,1.000,0.979918,1.000,0.601129,0.624,0.189759,0.277
0.45,0.14,5,0.999672,1.000,0.999206,1.000,0.991933,1.000,0.980544,1.000,0.680875,0.697,0.253314,0.335
0.45,0.14,6,0.999801,1.000,0.999335,1.000,0.996023,1.000,0.981358,1.000,0.739538,0.747,0.312501,0.385
0.45,0.14,7,0.999879,1.000,0.999429,1.000,0.998328,1.000,0.982292,1.000,0.783998,0.796,0.365913,0.427
0.45,0.14,8,0.999927,1.000,0.999500,1.000,0.999351,1.000,0.983292,1.000,0.818653,0.822,0.413246,0.477
0.31,0.57,1,0.684983,0.764,0.672669,0.760,0.523246,0.641,0.593310,0.704,0.087422,0.168,0.009682,0.045
0.31,0.57,2,0.803631,0.864,0.770910,0.846,0.541905,0.648,0.664727,0.758,0.248894,0.335,0.034250,0.092
0.31,0.57,3,0.878946,0.919,0.829952,0.887,0.586033,0.678,0.728135,0.809,0.409875,0.490,0.068572,0.140
0.31,0.57,4,0.925860,0.951,0.867183,0.905,0.672170,0.750,0.782609,0.856,0.547038,0.621,0.109006,0.189
0.31,0.57,5,0.954768,0.970,0.891932,0.930,0.790890,0.851,0.828172,0.891,0.656562,0.719,0.152924,0.236
0.31,0.57,6,0.972468,0.981,0.909232,0.939,0.894740,0.923,0.865473,0.918,0.741318,0.789,0.198439,0.286
0.31,0.57,7,0.983265,0.990,0.921874,0.949,0.955227,0.969,0.895497,0.939,0.805849,0.846,0.244206,0.334
0.31,0.57,8,0.989837,0.993,0.931466,0.955,0.982526,0.987,0.919337,0.955,0.854557,0.893,0.289290,0.384
0.33,0.49,1,0.801298,0.799,0.792925,0.790,0.678667,0.677,0.742261,0.742,0.112744,0.177,0.012904,0.050
0.33,0.49,2,0.879424,0.875,0.858317,0.852,0.692645,0.700,0.801184,0.783,0.310326,0.359,0.045568,0.102
0.33,0.49,3,0.926846,0.923,0.896175,0.886,0.725145,0.729,0.849484,0.842,0.494661,0.515,0.090999,0.155
0.33,0.49,4,0.955622,0.952,0.919541,0.914,0.786510,0.788,0.887780,0.878,0.640512,0.652,0.144175,0.205
0.33,0.49,5,0.973081,0.974,0.934868,0.934,0.867143,0.855,0.917342,0.903,0.748092,0.735,0.201453,0.259
0.33,0.49,6,0.983671,0.983,0.945487,0.943,0.934446,0.929,0.939685,0.932,0.824743,0.816,0.260200,0.302
0.33,0.49,7,0.990096,0.990,0.953199,0.947,0.972422,0.973,0.956300,0.948,0.878403,0.868,0.318542,0.357
0.33,0.49,8,0.993993,0.994,0.959024,0.957,0.989289,0.989,0.968505,0.960,0.915645,0.912,0.375180,0.409
0.36,0.20,1,0.801298,0.810,0.792925,0.798,0.678667,0.680,0.734551,0.740,0.105026,0.170,0.012836,0.051
0.36,0.20,2,0.879424,0.885,0.858317,0.862,0.692645,0.693,0.787859,0.797,0.277524,0.340,0.044735,0.100
0.36,0.20,3,0.926846,0.930,0.896175,0.898,0.725145,0.719,0.832744,0.844,0.434436,0.462,0.087741,0.153
0.36,0.20,4,0.955622,0.963,0.919541,0.913,0.786510,0.788,0.869541,0.865,0.561030,0.572,0.136198,0.201
0.36,0.20,5,0.973081,0.973,0.934868,0.929,0.867143,0.853,0.899053,0.899,0.659700,0.660,0.186316,0.244
0.36,0.20,6,0.983671,0.980,0.945487,0.941,0.934446,0.927,0.922310,0.915,0.735889,0.729,0.235726,0.285
0.36,0.20,7,0.990096,0.989,0.953199,0.946,0.972422,0.969,0.940394,0.935,0.794630,0.792,0.283074,0.334
0.36,0.20,8,0.993993,0.992,0.959024,0.951,0.989289,0.988,0.954318,0.950,0.839960,0.831,0.327690,0.370
0.41,0.89,1,0.594203,0.800,0.579333,0.793,0.395660,0.675,0.500050,0.719,0.067947,0.162,0.007452,0.050
0.41,0.89,2,0.738629,0.882,0.701549,0.851,0.416610,0.704,0.606698,0.765,0.195414,0.297,0.026394,0.101
0.41,0.89,3,0.839524,0.919,0.776294,0.888,0.467229,0.731,0.699202,0.804,0.325162,0.405,0.052935,0.145
0.41,0.89,4,0.901027,0.950,0.824248,0.914,0.570037,0.787,0.774220,0.829,0.438719,0.494,0.084311,0.190
0.41,0.89,5,0.939366,0.972,0.856458,0.931,0.719342,0.865,0.832335,0.863,0.532619,0.569,0.118520,0.232
0.41,0.89,6,0.963002,0.981,0.879125,0.940,0.856176,0.930,0.876101,0.895,0.608622,0.629,0.154101,0.261
0.41,0.89,7,0.977478,0.990,0.895767,0.951,0.938234,0.973,0.908552,0.914,0.669839,0.686,0.189997,0.302
0.41,0.89,8,0.986310,0.993,0.908437,0.958,0.975794,0.987,0.932439,0.929,0.719319,0.720,0.225454,0.332
0.40,0.35,1,0.997575,1.000,0.997473,1.000,0.980435,1.000,0.982407,1.000,0.150982,0.240,0.019018,0.073
0.40,0.35,2,0.998529,1.000,0.998271,1.000,0.981289,1.000,0.984835,1.000,0.384598,0.452,0.066369,0.148
0.40,0.35,3,0.999108,1.000,0.998733,1.000,0.983276,1.000,0.987227,1.000,0.578235,0.619,0.130352,0.219
0.40,0.35,4,0.999459,1.000,0.999019,1.000,0.987021,1.000,0.989462,1.000,0.716957,0.739,0.202503,0.293
0.40,0.35,5,0.999672,1.000,0.999206,1.000,0.991933,1.000,0.991463,1.000,0.811237,0.817,0.276954,0.360
0.40,0.35,6,0.999801,1.000,0.999335,1.000,0.996023,1.000,0.993193,1.000,0.874063,0.875,0.349845,0.421
0.40,0.35,7,0.999879,1.000,0.999429,1.000,0.998328,1.000,0.994646,1.000,0.915698,0.919,0.418814,0.481
0.40,0.35,8,0.999927,1.000,0.999500,1.000,0.999351,1.000,0.995838,1.000,0.943319,0.944,0.482566,0.537
0.51,0.91,1,0.995493,1.000,0.995304,1.000,0.980435,1.000,0.986497,1.000,0.134818,0.223,0.018867,0.074
0.51,0.91,2,0.993832,1.000,0.992752,1.000,0.981289,1.000,0.991052,1.000,0.318365,0.388,0.064541,0.148
0.51,0.91,3,0.999108,1.000,0.998733,1.000,0.983276,1.000,0.994133,1.000,0.457793,0.502,0.123359,0.214
0.51,0.91,4,0.999459,1.000,0.999019,1.000,0.987021,1.000,0.996157,1.000,0.555664,0.583,0.185798,0.276
0.51,0.91,5,0.999672,1.000,0.999206,1.000,0.991933,1.000,0.997475,1.000,0.625359,0.646,0.246080,0.328
0.51,0.91,6,0.999801,1.000,0.999335,1.000,0.996023,1.000,0.998335,1.000,0.676990,0.690,0.301237,0.377
0.51,0.91,7,0.999879,1.000,0.999429,1.000,0.998328,1.000,0.998900,1.000,0.716914,0.727,0.350156,0.415
0.51,0.91,8,0.999927,1.000,0.999500,1.000,0.999351,1.000,0.999274,1.000,0.748992,0.749,0.392802,0.447
0.61,0.47,1,0.516835,0.582,0.517019,0.581,0.504895,0.619,0.507211,0.616,0.076803,0.147,0.009430,0.046
0.61,0.47,2,0.538416,0.570,0.543798,0.583,0.523479,0.638,0.517052,0.597,0.199709,0.269,0.033013,0.092
0.61,0.47,3,0.568047,0.591,0.593882,0.656,0.567745,0.665,0.527411,0.568,0.305316,0.349,0.065117,0.137
0.61,0.47,4,0.614947,0.670,0.702815,0.782,0.655326,0.724,0.538297,0.560,0.384102,0.423,0.101659,0.172
0.61,0.47,5,0.691699,0.779,0.886719,0.864,0.778268,0.821,0.549594,0.560,0.440492,0.471,0.139756,0.220
0.61,0.47,6,0.818118,0.886,0.904767,0.921,0.887639,0.916,0.561125,0.565,0.480803,0.505,0.177456,0.257
0.61,0.47,7,0.982377,0.930,0.917977,0.930,0.952034,0.960,0.572704,0.556,0.510192,0.516,0.213505,0.287
0.61,0.47,8,0.989294,0.990,0.928013,0.946,0.981250,0.983,0.584173,0.575,0.532302,0.521,0.247164,0.316
0.49,0.97,1,0.995493,1.000,0.995304,1.000,0.980435,1.000,0.986407,1.000,0.127747,0.218,0.018802,0.074
0.49,0.97,2,0.993832,1.000,0.992752,1.000,0.981289,1.000,0.990912,1.000,0.288089,0.360,0.063768,0.146
0.49,0.97,3,0.990594,1.000,0.986651,1.000,0.983276,1.000,0.993965,1.000,0.398818,0.444,0.120460,0.210
0.49,0.97,4,0.984955,1.000,0.972723,1.000,0.987021,1.000,0.995977,1.000,0.469483,0.497,0.179023,0.269
0.49,0.97,5,0.975475,1.000,0.999206,1.000,0.991933,1.000,0.997299,1.000,0.515640,0.539,0.233836,0.318
0.49,0.97,6,0.999801,1.000,0.999335,1.000,0.996023,1.000,0.998175,1.000,0.547546,0.554,0.282365,0.358
0.49,0.97,7,0.999879,1.000,0.999429,1.000,0.998328,1.000,0.998764,1.000,0.571103,0.576,0.323994,0.401
0.49,0.97,8,0.999927,1.000,0.999500,1.000,0.999351,1.000,0.999163,1.000,0.589642,0.587,0.359115,0.421
0.61,0.79,1,0.448300,0.555,0.457626,0.557,0.534044,0.631,0.497507,0.591,0.070479,0.135,0.009959,0.046
0.61,0.79,2,0.430546,0.500,0.465582,0.504,0.552188,0.638,0.473677,0.559,0.164106,0.234,0.034140,0.091
0.61,0.79,3,0.463115,0.453,0.557907,0.519,0.595135,0.664,0.456053,0.539,0.232281,0.306,0.065398,0.130
0.61,0.79,4,0.556962,0.479,0.610846,0.600,0.679104,0.715,0.444341,0.529,0.277918,0.345,0.098658,0.171
0.61,0.79,5,0.599022,0.529,0.735135,0.684,0.795095,0.793,0.437780,0.519,0.309346,0.372,0.130726,0.203
0.61,0.79,6,0.661186,0.628,0.913137,0.840,0.896770,0.893,0.435451,0.503,0.332548,0.390,0.159863,0.236
0.61,0.79,7,0.764765,0.675,0.925237,0.927,0.956071,0.959,0.436466,0.489,0.351055,0.409,0.185339,0.260
0.61,0.79,8,0.936221,0.779,0.934417,0.923,0.982852,0.982,0.440054,0.489,0.366824,0.412,0.207055,0.285
0.32,0.63,1,0.717870,0.765,0.706362,0.757,0.558236,0.629,0.626230,0.695,0.092432,0.165,0.010440,0.045
0.32,0.63,2,0.826730,0.862,0.797055,0.844,0.576779,0.648,0.694287,0.753,0.259047,0.337,0.036830,0.094
0.32,0.63,3,0.894116,0.915,0.850421,0.883,0.620134,0.680,0.753579,0.803,0.421658,0.491,0.073456,0.138
0.32,0.63,4,0.935487,0.953,0.883672,0.910,0.702908,0.755,0.803679,0.852,0.558031,0.609,0.116245,0.188
0.32,0.63,5,0.960764,0.971,0.905613,0.935,0.813465,0.853,0.845014,0.878,0.665725,0.703,0.162291,0.235
0.32,0.63,6,0.976163,0.984,0.920875,0.939,0.907286,0.925,0.878501,0.906,0.748457,0.781,0.209549,0.284
0.32,0.63,7,0.985528,0.990,0.931990,0.942,0.960837,0.969,0.905261,0.931,0.811165,0.845,0.256614,0.332
0.32,0.63,8,0.991217,0.992,0.940402,0.954,0.984762,0.988,0.926431,0.950,0.858381,0.881,0.302548,0.365
0.27,0.60,1,0.798875,0.799,0.790400,0.782,0.668933,0.689,0.743071,0.757,0.110752,0.178,0.012817,0.050
0.27,0.60,2,0.877953,0.871,0.856589,0.855,0.683334,0.704,0.809335,0.808,0.302830,0.346,0.045169,0.101
0.27,0.60,3,0.925954,0.927,0.894909,0.898,0.716818,0.727,0.861557,0.860,0.481384,0.512,0.089950,0.153
0.27,0.60,4,0.955081,0.954,0.918560,0.919,0.780042,0.788,0.901039,0.904,0.623255,0.623,0.142054,0.206
0.27,0.60,5,0.972752,0.976,0.934073,0.934,0.863117,0.862,0.929974,0.933,0.729072,0.732,0.197816,0.257
0.27,0.60,6,0.983472,0.984,0.944822,0.946,0.932459,0.933,0.950718,0.956,0.805766,0.805,0.254637,0.307
0.27,0.60,7,0.989975,0.989,0.952628,0.949,0.971586,0.971,0.965373,0.962,0.860653,0.862,0.310722,0.358
0.27,0.60,8,0.993919,0.994,0.958524,0.961,0.988964,0.989,0.975636,0.978,0.899758,0.898,0.364874,0.402
0.39,0.59,1,0.795240,0.795,0.786612,0.788,0.668933,0.682,0.722221,0.721,0.110220,0.178,0.012705,0.050
0.39,0.59,2,0.875748,0.871,0.853997,0.850,0.683334,0.688,0.774621,0.779,0.302243,0.348,0.044799,0.103
0.39,0.59,3,0.924615,0.921,0.893010,0.887,0.716818,0.725,0.819820,0.815,0.481347,0.499,0.089282,0.155
0.39,0.59,4,0.954269,0.958,0.917088,0.916,0.780042,0.785,0.857775,0.850,0.623906,0.624,0.141127,0.208
0.39,0.59,5,0.972260,0.972,0.932882,0.932,0.863117,0.861,0.888926,0.875,0.730268,0.732,0.196715,0.251
0.39,0.59,6,0.983174,0.979,0.943825,0.945,0.932459,0.934,0.914011,0.901,0.807288,0.799,0.253471,0.299
0.39,0.59,7,0.989794,0.990,0.951772,0.955,0.971586,0.969,0.933898,0.925,0.862302,0.852,0.309602,0.350
0.39,0.59,8,0.993810,0.995,0.957775,0.954,0.988964,0.986,0.949470,0.942,0.901392,0.893,0.363899,0.399
0.38,0.45,1,0.728637,0.755,0.717470,0.750,0.573452,0.629,0.629941,0.673,0.095558,0.168,0.010737,0.046
0.38,0.45,2,0.833876,0.858,0.805257,0.832,0.591514,0.645,0.688499,0.732,0.267874,0.336,0.037965,0.092
0.38,0.45,3,0.898676,0.900,0.856687,0.883,0.633685,0.685,0.740863,0.780,0.434467,0.481,0.075951,0.138
0.38,0.45,4,0.938336,0.951,0.888650,0.912,0.713979,0.752,0.786495,0.815,0.571736,0.601,0.120597,0.186
0.38,0.45,5,0.962523,0.970,0.909707,0.918,0.820797,0.856,0.825421,0.847,0.677730,0.707,0.168929,0.238
0.38,0.45,6,0.977241,0.982,0.924339,0.940,0.911085,0.926,0.858066,0.874,0.757250,0.775,0.218792,0.286
0.38,0.45,7,0.986186,0.991,0.934987,0.944,0.962478,0.968,0.885086,0.904,0.816240,0.824,0.268637,0.327
0.38,0.45,8,0.991617,0.993,0.943042,0.952,0.985407,0.987,0.907230,0.913,0.859924,0.878,0.317378,0.379
0.37,0.97,1,0.995493,1.000,0.995304,1.000,0.980435,1.000,0.985313,1.000,0.126244,0.214,0.018785,0.073
0.37,0.97,2,0.993832,1.000,0.992752,1.000,0.981289,1.000,0.989167,1.000,0.283084,0.358,0.063561,0.145
0.37,0.97,3,0.990594,1.000,0.986651,1.000,0.983276,1.000,0.991911,1.000,0.391357,0.442,0.119687,0.208
0.37,0.97,4,0.984955,1.000,0.983533,1.000,0.987021,1.000,0.993864,1.000,0.461344,0.499,0.177233,0.266
0.37,0.97,5,0.975475,1.000,0.999206,1.000,0.991933,1.000,0.995289,1.000,0.508181,0.526,0.230634,0.314
0.37,0.97,6,0.999801,1.000,0.999335,1.000,0.996023,1.000,0.996362,1.000,0.541550,0.550,0.277490,0.357
0.37,0.97,7,0.999879,1.000,0.999429,1.000,0.998328,1.000,0.997191,1.000,0.566903,0.576,0.317333,0.387
0.37,0.97,8,0.999927,1.000,0.999500,1.000,0.999351,1.000,0.997839,1.000,0.587280,0.587,0.350689,0.409
